alert_id,alert_timestamp,source_system,alert_type,severity,assigned_analyst,asset_id,status,time_to_triage_minutes,false_positive
ALT-101051,2026-05-31 21:01:00,SIEM,Privilege Escalation Attempt,Medium,Analyst_11,AST-00639,Closed,433.1,False
ALT-108421,2026-05-31 21:03:00,IDS/IPS,Exploit Attempt Signature Match,Critical,Analyst_11,AST-00382,Closed,50.7,False
ALT-106189,2026-05-31 21:34:00,SIEM,Lateral Movement Indicator,High,Analyst_12,AST-00238,Closed,98.3,False
ALT-110069,2026-05-31 21:37:00,Email Gateway,Spoofed Sender Domain,Medium,Analyst_03,AST-00338,Closed,1066.4,False
ALT-111905,2026-05-31 22:13:00,EDR,Unsigned Binary Execution,Medium,Analyst_01,AST-00115,Closed,480.7,False
ALT-111356,2026-05-31 22:29:00,IDS/IPS,Malware Signature Match,Medium,Analyst_07,AST-00098,Closed,125.1,True
ALT-108889,2026-05-31 22:32:00,EDR,Credential Dumping Indicator,Medium,Analyst_02,AST-00714,Closed,494.8,True
ALT-111926,2026-05-31 22:59:00,IDS/IPS,Malware Signature Match,Medium,Analyst_13,AST-00697,Closed,553.6,False
ALT-104811,2026-05-31 23:01:00,SIEM,Anomalous Login Pattern,High,Analyst_11,AST-00205,Closed,557.0,False
ALT-104649,2026-06-01 00:20:00,EDR,Suspicious Process Execution,Medium,Analyst_03,AST-00377,Closed,824.9,False
ALT-110420,2026-06-01 00:24:00,EDR,Ransomware Behavior Pattern,Medium,Analyst_07,AST-00592,Closed,627.9,False
ALT-103088,2026-06-01 00:48:00,EDR,Ransomware Behavior Pattern,Low,Analyst_12,AST-00215,Closed,1056.9,True
ALT-103475,2026-06-01 00:54:00,SIEM,Privilege Escalation Attempt,Medium,Analyst_09,AST-00601,Closed,459.7,False
ALT-104260,2026-06-01 00:59:00,SIEM,Lateral Movement Indicator,Medium,Analyst_06,AST-00075,Closed,411.0,False
ALT-102474,2026-06-01 01:37:00,EDR,Ransomware Behavior Pattern,Medium,Analyst_08,AST-00028,Closed,382.8,True
ALT-105926,2026-06-01 03:44:00,Email Gateway,Business Email Compromise Indicator,Medium,Analyst_10,AST-00623,Closed,585.9,False
ALT-104170,2026-06-01 03:54:00,IDS/IPS,Malware Signature Match,Medium,Analyst_04,AST-00275,Closed,230.5,False
ALT-106876,2026-06-01 05:25:00,Email Gateway,Phishing Attempt,Low,Analyst_01,AST-00081,Closed,633.4,True
ALT-109151,2026-06-01 05:35:00,Cloud Access Security (CASB),Unsanctioned App Access,Low,Analyst_04,AST-00109,Closed,2318.1,True
ALT-107687,2026-06-01 05:37:00,EDR,Ransomware Behavior Pattern,Low,Analyst_11,AST-00758,Closed,384.0,True
ALT-108008,2026-06-01 06:19:00,SIEM,Brute Force Attempt,Medium,Analyst_11,AST-00514,Closed,378.9,True
ALT-101527,2026-06-01 06:20:00,EDR,Ransomware Behavior Pattern,Medium,Analyst_05,AST-00697,Closed,584.0,True
ALT-101832,2026-06-01 07:04:00,SIEM,Privilege Escalation Attempt,Medium,Analyst_08,AST-00376,In Progress,477.2,False
ALT-104742,2026-06-01 08:00:00,SIEM,Brute Force Attempt,High,Analyst_02,AST-00337,Closed,61.8,False
ALT-104733,2026-06-01 08:03:00,Email Gateway,Phishing Attempt,Medium,Analyst_07,AST-00080,Closed,357.9,False
ALT-104746,2026-06-01 08:12:00,Email Gateway,Business Email Compromise Indicator,High,Analyst_02,AST-00143,Closed,47.7,False
ALT-100656,2026-06-01 08:14:00,SIEM,Anomalous Login Pattern,Low,Analyst_01,AST-00143,Closed,163.7,False
ALT-103415,2026-06-01 08:16:00,Cloud Access Security (CASB),Anomalous Data Download Volume,Low,Analyst_06,AST-00511,Closed,522.4,True
ALT-105886,2026-06-01 08:17:00,Firewall,Blocked Known-Bad IP,Medium,Analyst_07,AST-00326,Closed,647.6,False
ALT-101056,2026-06-01 08:37:00,SIEM,Lateral Movement Indicator,Low,Analyst_07,AST-00099,Closed,956.2,True
ALT-100035,2026-06-01 08:41:00,Firewall,Blocked Outbound C2 Traffic,High,Analyst_04,AST-00596,Closed,217.6,False
ALT-109826,2026-06-01 08:58:00,Cloud Access Security (CASB),Anomalous Data Download Volume,Low,Analyst_12,AST-00215,Closed,575.3,True
ALT-104669,2026-06-01 09:02:00,Email Gateway,Malicious Attachment,Medium,Analyst_12,AST-00560,Closed,559.8,True
ALT-106909,2026-06-01 09:04:00,SIEM,Lateral Movement Indicator,Low,Analyst_05,AST-00585,In Progress,1194.8,False
ALT-110779,2026-06-01 09:11:00,SIEM,Anomalous Login Pattern,Medium,Analyst_01,AST-00171,Closed,79.2,False
ALT-100193,2026-06-01 09:15:00,EDR,Suspicious Process Execution,Low,Analyst_13,AST-00186,Closed,1986.5,True
ALT-103757,2026-06-01 09:39:00,SIEM,Brute Force Attempt,Low,Analyst_03,AST-00768,Closed,1176.1,True
ALT-103668,2026-06-01 09:39:00,SIEM,Privilege Escalation Attempt,Low,Analyst_03,AST-00513,Closed,3444.3,True
ALT-105786,2026-06-01 09:52:00,EDR,Credential Dumping Indicator,Medium,Analyst_08,AST-00691,Closed,425.2,False
ALT-109226,2026-06-01 10:00:00,Firewall,Port Scan Detected,Low,Analyst_11,AST-00494,Closed,794.5,True
ALT-107404,2026-06-01 10:03:00,IDS/IPS,Protocol Anomaly,Low,Analyst_10,AST-00368,Closed,927.5,False
ALT-104816,2026-06-01 10:04:00,Email Gateway,Malicious Attachment,Low,Analyst_04,AST-00656,Closed,327.9,True
ALT-110474,2026-06-01 10:07:00,EDR,Unsigned Binary Execution,High,Analyst_09,AST-00634,Closed,93.5,False
ALT-108744,2026-06-01 10:10:00,EDR,Ransomware Behavior Pattern,Medium,Analyst_14,AST-00371,Closed,1248.0,False
ALT-108286,2026-06-01 10:18:00,IDS/IPS,Protocol Anomaly,High,Analyst_11,AST-00270,Closed,30.0,False
ALT-102785,2026-06-01 10:20:00,SIEM,Anomalous Login Pattern,High,Analyst_09,AST-00255,Closed,16.3,False
ALT-104054,2026-06-01 10:36:00,SIEM,Lateral Movement Indicator,Medium,Analyst_12,AST-00151,Closed,181.9,True
ALT-108392,2026-06-01 10:37:00,Email Gateway,Business Email Compromise Indicator,Low,Analyst_10,AST-00162,Closed,711.2,True
ALT-108194,2026-06-01 10:49:00,Firewall,Blocked Outbound C2 Traffic,Low,Analyst_14,AST-00062,Closed,3689.9,False
ALT-103917,2026-06-01 10:54:00,Email Gateway,Spoofed Sender Domain,Medium,Analyst_08,AST-00230,Closed,531.8,False
ALT-103091,2026-06-01 11:02:00,Email Gateway,Spoofed Sender Domain,Low,Analyst_14,AST-00200,Closed,2627.5,True
ALT-104230,2026-06-01 11:18:00,Cloud Access Security (CASB),Impossible Travel Login,Low,Analyst_07,AST-00002,Closed,1185.3,True
ALT-109521,2026-06-01 11:24:00,Firewall,Port Scan Detected,High,Analyst_09,AST-00309,Closed,43.2,False
ALT-106030,2026-06-01 11:30:00,EDR,Ransomware Behavior Pattern,High,Analyst_03,AST-00192,Closed,224.3,False
ALT-101241,2026-06-01 11:33:00,SIEM,Privilege Escalation Attempt,Medium,Analyst_10,AST-00704,Closed,1337.0,False
ALT-111584,2026-06-01 11:37:00,Firewall,Port Scan Detected,Medium,Analyst_12,AST-00687,Closed,322.2,False
ALT-109976,2026-06-01 11:46:00,SIEM,Privilege Escalation Attempt,Medium,Analyst_04,AST-00751,Closed,831.1,False
ALT-107647,2026-06-01 11:56:00,Firewall,Blocked Outbound C2 Traffic,High,Analyst_05,AST-00716,Closed,315.2,False
ALT-107321,2026-06-01 11:58:00,EDR,Unsigned Binary Execution,Low,Analyst_03,AST-00075,Closed,1205.0,True
ALT-104503,2026-06-01 12:01:00,SIEM,Lateral Movement Indicator,Medium,Analyst_08,AST-00417,Closed,1083.7,True
ALT-107757,2026-06-01 12:04:00,Cloud Access Security (CASB),Impossible Travel Login,Low,Analyst_08,AST-00593,Closed,789.6,False
ALT-106772,2026-06-01 12:10:00,EDR,Ransomware Behavior Pattern,Low,Analyst_14,AST-00151,Closed,435.6,False
ALT-108014,2026-06-01 12:12:00,EDR,Suspicious Process Execution,Medium,Analyst_06,AST-00653,Closed,917.4,False
ALT-103793,2026-06-01 12:13:00,Firewall,Blocked Outbound C2 Traffic,Low,Analyst_09,AST-00454,Closed,1046.0,False
ALT-107244,2026-06-01 12:14:00,EDR,Credential Dumping Indicator,Low,Analyst_10,AST-00061,Closed,1177.9,True
ALT-101351,2026-06-01 12:30:00,Email Gateway,Phishing Attempt,High,Analyst_01,AST-00330,Closed,103.6,False
ALT-111859,2026-06-01 12:39:00,EDR,Credential Dumping Indicator,Low,Analyst_09,AST-00728,Closed,595.3,True
ALT-103656,2026-06-01 12:40:00,EDR,Suspicious Process Execution,Medium,Analyst_04,AST-00471,Closed,822.2,False
ALT-105211,2026-06-01 12:41:00,Cloud Access Security (CASB),Unsanctioned App Access,Medium,Analyst_14,AST-00545,In Progress,142.6,True
ALT-110790,2026-06-01 12:47:00,SIEM,Privilege Escalation Attempt,Medium,Analyst_08,AST-00731,Closed,589.2,False
ALT-111177,2026-06-01 13:04:00,IDS/IPS,Exploit Attempt Signature Match,Medium,Analyst_06,AST-00112,Closed,788.9,False
ALT-104210,2026-06-01 13:15:00,SIEM,Brute Force Attempt,Low,Analyst_09,AST-00359,Closed,4546.2,False
ALT-103505,2026-06-01 13:17:00,Firewall,Port Scan Detected,Low,Analyst_10,AST-00270,Closed,1676.5,False
ALT-111311,2026-06-01 13:30:00,Cloud Access Security (CASB),Impossible Travel Login,Low,Analyst_12,AST-00688,Closed,2087.5,False
ALT-101413,2026-06-01 13:40:00,Email Gateway,Phishing Attempt,Low,Analyst_09,AST-00415,Closed,2167.4,False
ALT-102740,2026-06-01 13:44:00,Email Gateway,Phishing Attempt,Medium,Analyst_03,AST-00467,Closed,6194.5,False
ALT-105593,2026-06-01 13:48:00,SIEM,Privilege Escalation Attempt,Low,Analyst_11,AST-00420,Closed,623.3,True
ALT-103196,2026-06-01 14:01:00,EDR,Unsigned Binary Execution,Medium,Analyst_10,AST-00040,Closed,808.7,False
ALT-101604,2026-06-01 14:17:00,Firewall,Blocked Known-Bad IP,Medium,Analyst_04,AST-00480,Closed,681.5,True
ALT-101430,2026-06-01 14:21:00,Email Gateway,Spoofed Sender Domain,Medium,Analyst_01,AST-00735,Closed,477.2,False
ALT-104757,2026-06-01 14:21:00,SIEM,Brute Force Attempt,Medium,Analyst_13,AST-00687,Closed,291.4,False
ALT-106144,2026-06-01 14:31:00,EDR,Suspicious Process Execution,Low,Analyst_13,AST-00239,Closed,733.6,True
ALT-101881,2026-06-01 14:37:00,EDR,Unsigned Binary Execution,Low,Analyst_06,AST-00397,Closed,1455.9,True
ALT-104560,2026-06-01 14:38:00,Firewall,Unusual Outbound Data Volume,High,Analyst_02,AST-00033,Closed,154.2,False
ALT-109770,2026-06-01 14:45:00,SIEM,Brute Force Attempt,Medium,Analyst_01,AST-00510,Closed,346.3,False
ALT-104995,2026-06-01 14:47:00,IDS/IPS,Protocol Anomaly,Low,Analyst_04,AST-00263,Closed,789.4,True
ALT-111166,2026-06-01 14:49:00,SIEM,Lateral Movement Indicator,Medium,Analyst_11,AST-00739,Closed,1177.3,False
ALT-107630,2026-06-01 14:49:00,SIEM,Lateral Movement Indicator,High,Analyst_12,AST-00071,Closed,102.2,False
ALT-101099,2026-06-01 14:59:00,SIEM,Brute Force Attempt,Low,Analyst_09,AST-00571,Closed,889.4,False
ALT-111168,2026-06-01 15:07:00,SIEM,Anomalous Login Pattern,High,Analyst_13,AST-00246,Closed,76.1,False
ALT-102797,2026-06-01 15:12:00,EDR,Credential Dumping Indicator,Low,Analyst_08,AST-00208,Closed,712.1,False
ALT-101036,2026-06-01 15:17:00,EDR,Suspicious Process Execution,Low,Analyst_08,AST-00715,Closed,1995.7,False
ALT-101796,2026-06-01 15:21:00,SIEM,Privilege Escalation Attempt,High,Analyst_03,AST-00304,Closed,63.0,False
ALT-109970,2026-06-01 15:21:00,Firewall,Port Scan Detected,Low,Analyst_08,AST-00568,Closed,646.5,True
ALT-100080,2026-06-01 15:27:00,SIEM,Lateral Movement Indicator,Medium,Analyst_08,AST-00268,Closed,394.6,True
ALT-105684,2026-06-01 15:30:00,SIEM,Lateral Movement Indicator,Medium,Analyst_08,AST-00489,Closed,953.8,False
ALT-102437,2026-06-01 15:32:00,Cloud Access Security (CASB),Anomalous Data Download Volume,Low,Analyst_02,AST-00702,Closed,1352.5,False
ALT-108697,2026-06-01 15:48:00,Email Gateway,Business Email Compromise Indicator,Medium,Analyst_03,AST-00590,Closed,189.4,False
ALT-103805,2026-06-01 15:49:00,Cloud Access Security (CASB),Unsanctioned App Access,Low,Analyst_11,AST-00630,Closed,238.3,True
ALT-104191,2026-06-01 16:08:00,Email Gateway,Spoofed Sender Domain,Low,Analyst_04,AST-00054,Closed,1607.1,False
ALT-109959,2026-06-01 16:14:00,SIEM,Anomalous Login Pattern,Medium,Analyst_04,AST-00524,Closed,337.4,False
ALT-108732,2026-06-01 16:19:00,EDR,Ransomware Behavior Pattern,Medium,Analyst_01,AST-00741,Open,401.0,True
ALT-104717,2026-06-01 16:21:00,Email Gateway,Malicious Attachment,Medium,Analyst_08,AST-00271,Closed,358.3,False
ALT-106103,2026-06-01 16:25:00,EDR,Unsigned Binary Execution,Medium,Analyst_12,AST-00037,Closed,417.7,False
ALT-104225,2026-06-01 16:32:00,EDR,Suspicious Process Execution,Medium,Analyst_12,AST-00230,Closed,304.5,False
ALT-107540,2026-06-01 16:38:00,SIEM,Privilege Escalation Attempt,Medium,Analyst_03,AST-00744,Closed,557.6,False
ALT-107037,2026-06-01 16:38:00,EDR,Credential Dumping Indicator,Medium,Analyst_05,AST-00308,Closed,253.0,False
ALT-107568,2026-06-01 16:43:00,EDR,Unsigned Binary Execution,Medium,Analyst_06,AST-00161,Closed,127.8,False
ALT-103752,2026-06-01 16:56:00,Email Gateway,Malicious Attachment,Low,Analyst_12,AST-00047,Closed,483.3,False
ALT-111003,2026-06-01 17:13:00,Email Gateway,Business Email Compromise Indicator,Low,Analyst_08,AST-00048,Open,528.6,False
ALT-102992,2026-06-01 17:14:00,EDR,Ransomware Behavior Pattern,Low,Analyst_09,AST-00586,Closed,1238.1,False
ALT-103236,2026-06-01 17:15:00,Firewall,Unusual Outbound Data Volume,Medium,Analyst_14,AST-00080,Closed,491.6,True
ALT-104363,2026-06-01 17:20:00,EDR,Ransomware Behavior Pattern,Critical,Analyst_11,AST-00766,In Progress,1.0,False
ALT-109029,2026-06-01 17:29:00,SIEM,Privilege Escalation Attempt,Low,Analyst_05,AST-00067,Closed,888.2,True
ALT-109705,2026-06-01 17:41:00,Email Gateway,Spoofed Sender Domain,Medium,Analyst_08,AST-00263,Closed,1551.0,False
ALT-105721,2026-06-01 17:43:00,SIEM,Privilege Escalation Attempt,High,Analyst_08,AST-00021,Closed,85.2,False
ALT-111330,2026-06-01 17:54:00,Firewall,Blocked Outbound C2 Traffic,Medium,Analyst_09,AST-00318,Closed,901.1,False
ALT-100282,2026-06-01 17:55:00,Email Gateway,Spoofed Sender Domain,High,Analyst_10,AST-00552,Closed,135.8,False
ALT-103079,2026-06-01 18:08:00,Firewall,Port Scan Detected,Low,Analyst_07,AST-00381,Closed,950.4,True
ALT-100585,2026-06-01 18:11:00,Firewall,Unusual Outbound Data Volume,High,Analyst_02,AST-00683,Closed,104.5,False
ALT-107593,2026-06-01 18:20:00,Firewall,Blocked Known-Bad IP,Medium,Analyst_11,AST-00486,Closed,574.1,True
ALT-104686,2026-06-01 18:20:00,Email Gateway,Business Email Compromise Indicator,Medium,Analyst_09,AST-00460,Closed,82.5,False
ALT-109059,2026-06-01 18:22:00,SIEM,Privilege Escalation Attempt,Medium,Analyst_07,AST-00629,Closed,704.0,False
ALT-100367,2026-06-01 18:27:00,IDS/IPS,Protocol Anomaly,Low,Analyst_14,AST-00717,Closed,1402.7,False
ALT-107565,2026-06-01 18:31:00,EDR,Ransomware Behavior Pattern,High,Analyst_10,AST-00199,Closed,59.9,False
ALT-106490,2026-06-01 18:38:00,EDR,Unsigned Binary Execution,Medium,Analyst_08,AST-00176,Closed,308.1,False
ALT-100919,2026-06-01 18:40:00,Email Gateway,Malicious Attachment,Medium,Analyst_11,AST-00505,Closed,475.5,True
ALT-110475,2026-06-01 18:46:00,SIEM,Anomalous Login Pattern,Medium,Analyst_14,AST-00663,Closed,871.0,False
ALT-101412,2026-06-01 18:49:00,SIEM,Lateral Movement Indicator,High,Analyst_09,AST-00341,Closed,100.9,False
ALT-102440,2026-06-01 18:52:00,SIEM,Brute Force Attempt,Medium,Analyst_04,AST-00245,Closed,235.5,False
ALT-110393,2026-06-01 18:55:00,Email Gateway,Malicious Attachment,Medium,Analyst_03,AST-00794,Closed,1155.9,False
ALT-105086,2026-06-01 18:59:00,EDR,Credential Dumping Indicator,Low,Analyst_14,AST-00384,Closed,739.0,False
ALT-105974,2026-06-01 19:55:00,SIEM,Privilege Escalation Attempt,Medium,Analyst_11,AST-00341,Closed,929.7,True
ALT-104593,2026-06-01 19:58:00,SIEM,Anomalous Login Pattern,High,Analyst_13,AST-00399,Closed,124.9,False
ALT-108800,2026-06-01 20:08:00,Firewall,Port Scan Detected,Low,Analyst_09,AST-00403,Closed,1292.5,False
ALT-102651,2026-06-01 20:51:00,IDS/IPS,Protocol Anomaly,Low,Analyst_01,AST-00657,Closed,3019.3,True
ALT-108144,2026-06-01 20:53:00,EDR,Suspicious Process Execution,Medium,Analyst_11,AST-00008,Closed,49.2,False
ALT-108840,2026-06-01 20:54:00,Email Gateway,Phishing Attempt,Low,Analyst_07,AST-00291,Closed,634.5,False
ALT-103013,2026-06-01 21:03:00,EDR,Unsigned Binary Execution,High,Analyst_03,AST-00026,Closed,172.7,False
ALT-109281,2026-06-01 21:11:00,Email Gateway,Malicious Attachment,Medium,Analyst_02,AST-00796,Closed,88.3,False
ALT-106722,2026-06-01 21:21:00,Firewall,Blocked Outbound C2 Traffic,Critical,Analyst_11,AST-00165,Closed,39.6,False
ALT-105716,2026-06-01 21:48:00,SIEM,Lateral Movement Indicator,Medium,Analyst_13,AST-00770,Closed,1091.8,True
ALT-110923,2026-06-01 22:10:00,SIEM,Lateral Movement Indicator,Low,Analyst_13,AST-00574,Closed,1118.9,True
ALT-100711,2026-06-01 22:19:00,Firewall,Blocked Known-Bad IP,Medium,Analyst_02,AST-00069,Closed,627.5,False
ALT-108577,2026-06-01 22:24:00,Cloud Access Security (CASB),Impossible Travel Login,Medium,Analyst_05,AST-00536,Closed,298.2,True
ALT-103092,2026-06-01 23:13:00,IDS/IPS,Malware Signature Match,Critical,Analyst_04,AST-00551,Closed,3.7,False
ALT-100003,2026-06-01 23:15:00,SIEM,Anomalous Login Pattern,Medium,Analyst_11,AST-00352,Closed,541.7,False
ALT-100483,2026-06-01 23:28:00,IDS/IPS,Exploit Attempt Signature Match,Low,Analyst_06,AST-00631,Closed,1419.8,True
ALT-101630,2026-06-01 23:39:00,EDR,Credential Dumping Indicator,Critical,Analyst_05,AST-00461,Closed,24.3,False
ALT-100963,2026-06-01 23:49:00,EDR,Credential Dumping Indicator,Medium,Analyst_13,AST-00458,Closed,337.8,False
ALT-110023,2026-06-01 23:54:00,Firewall,Blocked Known-Bad IP,Low,Analyst_02,AST-00072,Open,998.3,False
ALT-110106,2026-06-01 23:54:00,EDR,Unsigned Binary Execution,High,Analyst_11,AST-00290,Closed,119.6,False
ALT-103759,2026-06-02 02:02:00,EDR,Credential Dumping Indicator,Medium,Analyst_09,AST-00418,Closed,410.6,False
ALT-105758,2026-06-02 02:10:00,Cloud Access Security (CASB),Unsanctioned App Access,Low,Analyst_11,AST-00114,Closed,83.9,False
ALT-102777,2026-06-02 02:35:00,Cloud Access Security (CASB),Impossible Travel Login,Critical,Analyst_06,AST-00611,Closed,3.9,False
ALT-107294,2026-06-02 02:38:00,SIEM,Privilege Escalation Attempt,Medium,Analyst_10,AST-00058,Closed,284.2,True
ALT-101698,2026-06-02 02:49:00,SIEM,Anomalous Login Pattern,High,Analyst_10,AST-00766,Closed,78.5,False
ALT-107601,2026-06-02 03:02:00,Cloud Access Security (CASB),Unsanctioned App Access,High,Analyst_04,AST-00540,Closed,101.5,False
ALT-104293,2026-06-02 03:22:00,Email Gateway,Spoofed Sender Domain,High,Analyst_07,AST-00655,Closed,58.5,False
ALT-109908,2026-06-02 03:30:00,SIEM,Privilege Escalation Attempt,Critical,Analyst_06,AST-00777,Closed,33.7,False
ALT-100520,2026-06-02 05:21:00,SIEM,Brute Force Attempt,Medium,Analyst_10,AST-00284,Closed,343.5,True
ALT-106039,2026-06-02 05:33:00,EDR,Credential Dumping Indicator,Low,Analyst_13,AST-00532,Closed,924.4,False
ALT-102380,2026-06-02 06:00:00,SIEM,Lateral Movement Indicator,Medium,Analyst_14,AST-00756,Closed,376.9,False
ALT-101491,2026-06-02 06:12:00,Email Gateway,Business Email Compromise Indicator,Low,Analyst_14,AST-00050,Closed,509.9,False
ALT-111338,2026-06-02 06:14:00,Email Gateway,Spoofed Sender Domain,Low,Analyst_01,AST-00018,Closed,975.6,True
ALT-101695,2026-06-02 06:36:00,EDR,Suspicious Process Execution,Low,Analyst_11,AST-00294,Closed,10721.1,False
ALT-106928,2026-06-02 07:18:00,SIEM,Anomalous Login Pattern,Low,Analyst_02,AST-00693,Closed,595.8,True
ALT-105464,2026-06-02 07:19:00,SIEM,Brute Force Attempt,Medium,Analyst_02,AST-00448,Closed,673.2,False
ALT-101488,2026-06-02 07:26:00,EDR,Suspicious Process Execution,High,Analyst_11,AST-00096,Closed,215.8,False
ALT-110008,2026-06-02 08:06:00,SIEM,Anomalous Login Pattern,High,Analyst_01,AST-00126,Closed,224.8,False
ALT-110006,2026-06-02 08:26:00,Email Gateway,Phishing Attempt,High,Analyst_08,AST-00754,Closed,245.4,False
ALT-101447,2026-06-02 08:33:00,EDR,Credential Dumping Indicator,Low,Analyst_12,AST-00179,Closed,1118.4,False
ALT-101476,2026-06-02 08:35:00,Cloud Access Security (CASB),Unsanctioned App Access,High,Analyst_03,AST-00719,Closed,98.1,False
ALT-105062,2026-06-02 08:38:00,SIEM,Anomalous Login Pattern,Low,Analyst_09,AST-00779,Closed,1988.8,False
ALT-108123,2026-06-02 08:47:00,Email Gateway,Spoofed Sender Domain,Critical,Analyst_04,AST-00714,Closed,20.1,False
ALT-103779,2026-06-02 08:54:00,Firewall,Port Scan Detected,Medium,Analyst_02,AST-00789,Open,632.1,False
ALT-100807,2026-06-02 08:56:00,EDR,Suspicious Process Execution,Low,Analyst_09,AST-00710,Closed,798.0,False
ALT-104296,2026-06-02 08:57:00,EDR,Credential Dumping Indicator,High,Analyst_06,AST-00470,Closed,82.6,False
ALT-106331,2026-06-02 09:00:00,Email Gateway,Spoofed Sender Domain,Low,Analyst_02,AST-00377,Closed,1293.7,False
ALT-110119,2026-06-02 09:03:00,Firewall,Blocked Known-Bad IP,Medium,Analyst_03,AST-00338,Closed,254.3,True
ALT-100341,2026-06-02 09:09:00,EDR,Credential Dumping Indicator,Low,Analyst_07,AST-00125,Closed,1012.0,True
ALT-109408,2026-06-02 09:15:00,IDS/IPS,Protocol Anomaly,Medium,Analyst_01,AST-00432,Closed,333.4,False
ALT-102674,2026-06-02 09:20:00,SIEM,Privilege Escalation Attempt,Low,Analyst_10,AST-00131,Closed,1017.5,True
ALT-101038,2026-06-02 09:28:00,Firewall,Blocked Outbound C2 Traffic,Low,Analyst_11,AST-00614,Closed,1664.3,False
ALT-108796,2026-06-02 09:32:00,EDR,Ransomware Behavior Pattern,High,Analyst_02,AST-00254,Closed,49.2,False
ALT-107629,2026-06-02 09:40:00,EDR,Unsigned Binary Execution,Medium,Analyst_04,AST-00006,Closed,148.5,False
ALT-110446,2026-06-02 09:45:00,Firewall,Unusual Outbound Data Volume,Low,Analyst_13,AST-00540,Closed,498.5,False
ALT-106286,2026-06-02 09:57:00,SIEM,Anomalous Login Pattern,Low,Analyst_02,AST-00319,Closed,400.5,False
ALT-107334,2026-06-02 10:00:00,Email Gateway,Spoofed Sender Domain,Medium,Analyst_07,AST-00137,Closed,333.5,True
ALT-102748,2026-06-02 10:09:00,Firewall,Blocked Outbound C2 Traffic,Low,Analyst_08,AST-00776,Closed,795.0,True
ALT-111442,2026-06-02 10:11:00,Firewall,Unusual Outbound Data Volume,High,Analyst_02,AST-00620,Closed,32.8,False
ALT-103833,2026-06-02 10:17:00,EDR,Suspicious Process Execution,Medium,Analyst_10,AST-00660,Closed,171.3,False
ALT-107519,2026-06-02 10:22:00,SIEM,Anomalous Login Pattern,Low,Analyst_06,AST-00425,Closed,579.5,False
ALT-110581,2026-06-02 10:31:00,EDR,Unsigned Binary Execution,Low,Analyst_11,AST-00749,Closed,1326.4,False
ALT-110740,2026-06-02 10:34:00,EDR,Suspicious Process Execution,Low,Analyst_08,AST-00405,Closed,1550.4,True
ALT-108652,2026-06-02 10:39:00,Email Gateway,Business Email Compromise Indicator,High,Analyst_04,AST-00342,Closed,613.7,False
ALT-106347,2026-06-02 10:42:00,Firewall,Port Scan Detected,Medium,Analyst_02,AST-00776,Closed,314.2,False
ALT-109966,2026-06-02 10:51:00,SIEM,Anomalous Login Pattern,Critical,Analyst_05,AST-00459,Closed,22.1,False
ALT-111917,2026-06-02 11:12:00,SIEM,Anomalous Login Pattern,Medium,Analyst_05,AST-00592,Closed,317.4,True
ALT-103788,2026-06-02 11:20:00,Email Gateway,Phishing Attempt,Medium,Analyst_11,AST-00448,Closed,800.1,False
ALT-103894,2026-06-02 11:24:00,SIEM,Privilege Escalation Attempt,Low,Analyst_14,AST-00319,Closed,262.0,True
ALT-101886,2026-06-02 11:25:00,EDR,Unsigned Binary Execution,High,Analyst_09,AST-00318,Closed,123.3,False
ALT-104953,2026-06-02 11:29:00,IDS/IPS,Protocol Anomaly,Medium,Analyst_03,AST-00360,Closed,1097.2,False
ALT-109585,2026-06-02 11:35:00,Email Gateway,Malicious Attachment,Medium,Analyst_02,AST-00496,Closed,170.2,False
ALT-108061,2026-06-02 11:36:00,Email Gateway,Phishing Attempt,Medium,Analyst_05,AST-00353,Closed,108.1,True
ALT-104881,2026-06-02 11:38:00,EDR,Unsigned Binary Execution,High,Analyst_12,AST-00133,Closed,275.0,False
ALT-111065,2026-06-02 11:40:00,SIEM,Privilege Escalation Attempt,High,Analyst_09,AST-00790,Closed,137.9,False
ALT-103672,2026-06-02 11:49:00,SIEM,Privilege Escalation Attempt,High,Analyst_07,AST-00695,Closed,91.4,False
ALT-106982,2026-06-02 11:50:00,Email Gateway,Business Email Compromise Indicator,Medium,Analyst_09,AST-00112,Closed,31.9,False
ALT-103546,2026-06-02 11:50:00,Firewall,Blocked Known-Bad IP,Medium,Analyst_03,AST-00448,Closed,1490.8,False
ALT-107880,2026-06-02 11:58:00,SIEM,Anomalous Login Pattern,Medium,Analyst_02,AST-00664,Closed,329.0,True
ALT-108324,2026-06-02 12:01:00,EDR,Credential Dumping Indicator,Medium,Analyst_14,AST-00386,Closed,342.5,False
ALT-108815,2026-06-02 12:05:00,EDR,Suspicious Process Execution,Medium,Analyst_12,AST-00191,Closed,833.9,False
ALT-102714,2026-06-02 12:14:00,SIEM,Anomalous Login Pattern,Low,Analyst_11,AST-00118,Closed,5595.2,False
ALT-100190,2026-06-02 12:21:00,EDR,Ransomware Behavior Pattern,High,Analyst_05,AST-00209,Closed,114.0,False
ALT-110417,2026-06-02 12:23:00,Firewall,Port Scan Detected,High,Analyst_07,AST-00156,Closed,38.5,False
ALT-101196,2026-06-02 12:29:00,Email Gateway,Phishing Attempt,Medium,Analyst_02,AST-00519,Closed,1458.4,True
