assigned_analyst,asset_id,alert_id,alert_timestamp,source_system,alert_type,severity,status,time_to_triage_minutes,false_positive,asset_criticality,business_unit,region,analyst_shift,alert_date,alert_hour,is_business_hours,sla_target_minutes,sla_breached_calc
Analyst_06,AST-00205,ALT-104821,2026-06-08 10:19:00,EDR,Unsigned Binary Execution,Low,Closed,143.6,False,Tier 3 - Standard,Corporate Functions,APAC,Night,2026-06-08,10,True,1440,False
Analyst_02,AST-00795,ALT-104612,2026-06-08 10:21:00,SIEM,Lateral Movement Indicator,Medium,Closed,4410.3,False,Tier 3 - Standard,Retail Banking,NA,Day,2026-06-08,10,True,480,True
Analyst_13,AST-00471,ALT-110829,2026-06-08 10:31:00,EDR,Suspicious Process Execution,High,Closed,116.5,False,Tier 1 - Critical,Fund Services,NA,Evening,2026-06-08,10,True,120,False
Analyst_13,AST-00022,ALT-104702,2026-06-08 10:31:00,Email Gateway,Spoofed Sender Domain,High,Closed,163.1,True,Tier 2 - High,Technology,NA,Evening,2026-06-08,10,True,120,True
Analyst_05,AST-00045,ALT-105857,2026-06-08 10:31:00,Firewall,Port Scan Detected,Critical,Closed,28.7,False,Tier 2 - High,Asset Servicing,EMEA,Day,2026-06-08,10,True,30,False
Analyst_13,AST-00684,ALT-109977,2026-06-08 10:31:00,Email Gateway,Spoofed Sender Domain,Low,Closed,316.8,True,Tier 3 - Standard,Retail Banking,NA,Evening,2026-06-08,10,True,1440,False
Analyst_09,AST-00692,ALT-107126,2026-06-08 10:40:00,SIEM,Privilege Escalation Attempt,Medium,Closed,182.3,True,Tier 3 - Standard,Fund Services,NA,Day,2026-06-08,10,True,480,False
Analyst_11,AST-00256,ALT-107277,2026-06-08 10:42:00,EDR,Credential Dumping Indicator,Critical,Closed,21.2,False,Tier 1 - Critical,Technology,NA,Day,2026-06-08,10,True,30,False
Analyst_06,AST-00772,ALT-109337,2026-06-08 10:43:00,IDS/IPS,Malware Signature Match,Low,Closed,2404.1,False,Tier 3 - Standard,Fund Services,APAC,Night,2026-06-08,10,True,1440,True
Analyst_07,AST-00446,ALT-110799,2026-06-08 10:51:00,Cloud Access Security (CASB),Anomalous Data Download Volume,Low,Closed,933.7,True,Tier 3 - Standard,Global Markets,NA,Evening,2026-06-08,10,True,1440,False
Analyst_09,AST-00272,ALT-108841,2026-06-08 10:52:00,SIEM,Privilege Escalation Attempt,High,In Progress,141.4,False,Tier 3 - Standard,Global Markets,NA,Day,2026-06-08,10,True,120,True
Analyst_09,AST-00150,ALT-110868,2026-06-08 10:57:00,SIEM,Privilege Escalation Attempt,Low,Closed,377.7,True,Tier 1 - Critical,Retail Banking,NA,Day,2026-06-08,10,True,1440,False
Analyst_09,AST-00117,ALT-106718,2026-06-08 11:08:00,Email Gateway,Spoofed Sender Domain,High,Closed,111.6,False,Tier 2 - High,Asset Servicing,EMEA,Day,2026-06-08,11,True,120,False
Analyst_02,AST-00702,ALT-101442,2026-06-08 11:12:00,SIEM,Brute Force Attempt,High,Closed,134.7,False,Tier 2 - High,Retail Banking,NA,Day,2026-06-08,11,True,120,True
Analyst_02,AST-00019,ALT-109496,2026-06-08 11:17:00,EDR,Credential Dumping Indicator,Medium,Closed,344.3,True,Tier 2 - High,Global Markets,NA,Day,2026-06-08,11,True,480,False
Analyst_03,AST-00025,ALT-102275,2026-06-08 11:25:00,Email Gateway,Phishing Attempt,Medium,Closed,88.0,True,Tier 2 - High,Retail Banking,NA,Night,2026-06-08,11,True,480,False
Analyst_07,AST-00331,ALT-107855,2026-06-08 11:44:00,EDR,Ransomware Behavior Pattern,High,Closed,22.9,False,Tier 3 - Standard,Corporate Functions,EMEA,Evening,2026-06-08,11,True,120,False
Analyst_04,AST-00289,ALT-109811,2026-06-08 12:16:00,SIEM,Brute Force Attempt,Medium,Closed,169.5,True,Tier 3 - Standard,Asset Servicing,NA,Evening,2026-06-08,12,True,480,False
Analyst_08,AST-00392,ALT-105130,2026-06-08 12:29:00,Email Gateway,Phishing Attempt,Medium,Closed,595.6,True,Tier 3 - Standard,Global Markets,NA,Evening,2026-06-08,12,True,480,True
Analyst_11,AST-00541,ALT-109495,2026-06-08 12:33:00,Email Gateway,Phishing Attempt,Low,Closed,750.0,False,Tier 1 - Critical,Technology,NA,Day,2026-06-08,12,True,1440,False
Analyst_14,AST-00028,ALT-102851,2026-06-08 12:35:00,SIEM,Brute Force Attempt,High,Closed,42.0,True,Tier 3 - Standard,Asset Servicing,NA,Night,2026-06-08,12,True,120,False
Analyst_13,AST-00778,ALT-105865,2026-06-08 12:37:00,EDR,Credential Dumping Indicator,Medium,Closed,468.0,False,Tier 3 - Standard,Fund Services,EMEA,Evening,2026-06-08,12,True,480,False
Analyst_12,AST-00788,ALT-110025,2026-06-08 12:42:00,SIEM,Privilege Escalation Attempt,Low,Closed,1957.4,True,Tier 2 - High,Global Markets,NA,Night,2026-06-08,12,True,1440,True
Analyst_09,AST-00773,ALT-101975,2026-06-08 12:45:00,Cloud Access Security (CASB),Unsanctioned App Access,Low,Closed,698.6,True,Tier 3 - Standard,Retail Banking,NA,Day,2026-06-08,12,True,1440,False
Analyst_12,AST-00644,ALT-107976,2026-06-08 12:50:00,EDR,Credential Dumping Indicator,High,Closed,14.7,False,Tier 2 - High,Asset Servicing,NA,Night,2026-06-08,12,True,120,False
Analyst_03,AST-00151,ALT-104559,2026-06-08 12:51:00,SIEM,Lateral Movement Indicator,Low,Closed,365.9,False,Tier 3 - Standard,Asset Servicing,EMEA,Night,2026-06-08,12,True,1440,False
Analyst_07,AST-00494,ALT-103047,2026-06-08 13:13:00,Firewall,Port Scan Detected,Medium,Closed,358.4,False,Tier 3 - Standard,Technology,NA,Evening,2026-06-08,13,True,480,False
Analyst_05,AST-00772,ALT-102699,2026-06-08 13:28:00,Email Gateway,Spoofed Sender Domain,High,Closed,549.8,False,Tier 3 - Standard,Fund Services,APAC,Day,2026-06-08,13,True,120,True
Analyst_10,AST-00393,ALT-102254,2026-06-08 13:29:00,SIEM,Brute Force Attempt,Medium,Closed,339.2,True,Tier 2 - High,Asset Servicing,APAC,Evening,2026-06-08,13,True,480,False
Analyst_12,AST-00236,ALT-104783,2026-06-08 13:38:00,Email Gateway,Spoofed Sender Domain,Medium,Closed,597.4,False,Tier 3 - Standard,Global Markets,NA,Night,2026-06-08,13,True,480,True
Analyst_09,AST-00248,ALT-109100,2026-06-08 13:40:00,Cloud Access Security (CASB),Anomalous Data Download Volume,High,Closed,107.1,True,Tier 3 - Standard,Retail Banking,EMEA,Day,2026-06-08,13,True,120,False
Analyst_08,AST-00293,ALT-102016,2026-06-08 13:43:00,SIEM,Privilege Escalation Attempt,Medium,Closed,440.5,False,Tier 3 - Standard,Global Markets,EMEA,Evening,2026-06-08,13,True,480,False
Analyst_13,AST-00217,ALT-105587,2026-06-08 13:47:00,SIEM,Anomalous Login Pattern,High,Closed,282.6,False,Tier 2 - High,Fund Services,APAC,Evening,2026-06-08,13,True,120,True
Analyst_14,AST-00236,ALT-109873,2026-06-08 14:02:00,EDR,Unsigned Binary Execution,Low,Closed,1068.3,False,Tier 3 - Standard,Global Markets,NA,Night,2026-06-08,14,True,1440,False
Analyst_14,AST-00199,ALT-101899,2026-06-08 14:06:00,SIEM,Brute Force Attempt,High,Closed,131.1,False,Tier 2 - High,Retail Banking,APAC,Night,2026-06-08,14,True,120,True
Analyst_14,AST-00438,ALT-106685,2026-06-08 14:06:00,SIEM,Privilege Escalation Attempt,Medium,Closed,764.3,False,Tier 3 - Standard,Corporate Functions,NA,Night,2026-06-08,14,True,480,True
Analyst_14,AST-00389,ALT-111478,2026-06-08 14:11:00,Firewall,Blocked Outbound C2 Traffic,Medium,Closed,896.0,False,Tier 3 - Standard,Global Markets,EMEA,Night,2026-06-08,14,True,480,True
Analyst_04,AST-00047,ALT-109688,2026-06-08 14:16:00,SIEM,Brute Force Attempt,Low,Closed,1190.1,False,Tier 3 - Standard,Fund Services,NA,Evening,2026-06-08,14,True,1440,False
Analyst_08,AST-00282,ALT-105961,2026-06-08 14:16:00,SIEM,Brute Force Attempt,Low,Closed,2170.8,True,Tier 3 - Standard,Technology,EMEA,Evening,2026-06-08,14,True,1440,True
Analyst_05,AST-00513,ALT-105664,2026-06-08 14:21:00,EDR,Ransomware Behavior Pattern,Low,Closed,758.4,True,Tier 3 - Standard,Fund Services,NA,Day,2026-06-08,14,True,1440,False
Analyst_01,AST-00613,ALT-100031,2026-06-08 14:27:00,Cloud Access Security (CASB),Anomalous Data Download Volume,Medium,Closed,190.8,False,Tier 3 - Standard,Asset Servicing,EMEA,Evening,2026-06-08,14,True,480,False
Analyst_06,AST-00769,ALT-103344,2026-06-08 14:28:00,EDR,Ransomware Behavior Pattern,Medium,Closed,1907.9,False,Tier 3 - Standard,Technology,APAC,Night,2026-06-08,14,True,480,True
Analyst_01,AST-00103,ALT-103934,2026-06-08 14:32:00,Firewall,Port Scan Detected,Medium,Closed,673.7,False,Tier 3 - Standard,Fund Services,EMEA,Evening,2026-06-08,14,True,480,True
Analyst_05,AST-00553,ALT-111456,2026-06-08 14:41:00,Email Gateway,Malicious Attachment,Medium,Closed,1136.4,False,Tier 3 - Standard,Fund Services,APAC,Day,2026-06-08,14,True,480,True
Analyst_06,AST-00041,ALT-100761,2026-06-08 14:44:00,SIEM,Lateral Movement Indicator,Low,Closed,1012.0,True,Tier 3 - Standard,Corporate Functions,NA,Night,2026-06-08,14,True,1440,False
Analyst_10,AST-00212,ALT-103018,2026-06-08 14:48:00,SIEM,Lateral Movement Indicator,Medium,Closed,491.8,False,Tier 3 - Standard,Corporate Functions,NA,Evening,2026-06-08,14,True,480,True
Analyst_06,AST-00156,ALT-107803,2026-06-08 14:51:00,EDR,Unsigned Binary Execution,Critical,Closed,109.6,False,Tier 3 - Standard,Technology,NA,Night,2026-06-08,14,True,30,True
Analyst_01,AST-00293,ALT-102515,2026-06-08 14:52:00,EDR,Ransomware Behavior Pattern,Medium,Closed,315.1,True,Tier 3 - Standard,Global Markets,EMEA,Evening,2026-06-08,14,True,480,False
Analyst_10,AST-00487,ALT-108326,2026-06-08 14:55:00,SIEM,Brute Force Attempt,Critical,Closed,108.7,False,Tier 3 - Standard,Fund Services,APAC,Evening,2026-06-08,14,True,30,True
Analyst_10,AST-00441,ALT-104993,2026-06-08 15:00:00,Cloud Access Security (CASB),Unsanctioned App Access,Low,Closed,990.6,False,Tier 1 - Critical,Asset Servicing,APAC,Evening,2026-06-08,15,True,1440,False
Analyst_08,AST-00115,ALT-101579,2026-06-08 15:03:00,IDS/IPS,Protocol Anomaly,Medium,Closed,1023.9,False,Tier 2 - High,Global Markets,NA,Evening,2026-06-08,15,True,480,True
Analyst_09,AST-00539,ALT-103138,2026-06-08 15:21:00,SIEM,Anomalous Login Pattern,Low,In Progress,370.9,False,Tier 2 - High,Asset Servicing,APAC,Day,2026-06-08,15,True,1440,False
Analyst_05,AST-00032,ALT-104778,2026-06-08 15:22:00,SIEM,Anomalous Login Pattern,Medium,Closed,47.2,False,Tier 3 - Standard,Asset Servicing,NA,Day,2026-06-08,15,True,480,False
Analyst_09,AST-00547,ALT-110202,2026-06-08 15:26:00,SIEM,Brute Force Attempt,Low,Closed,2318.0,False,Tier 1 - Critical,Asset Servicing,NA,Day,2026-06-08,15,True,1440,True
Analyst_09,AST-00055,ALT-107136,2026-06-08 15:26:00,EDR,Credential Dumping Indicator,Medium,Closed,17.3,False,Tier 1 - Critical,Retail Banking,EMEA,Day,2026-06-08,15,True,480,False
Analyst_04,AST-00607,ALT-107370,2026-06-08 15:28:00,IDS/IPS,Exploit Attempt Signature Match,Low,Closed,191.7,True,Tier 3 - Standard,Corporate Functions,APAC,Evening,2026-06-08,15,True,1440,False
Analyst_13,AST-00269,ALT-109909,2026-06-08 15:36:00,Email Gateway,Phishing Attempt,Low,Closed,747.9,True,Tier 2 - High,Corporate Functions,EMEA,Evening,2026-06-08,15,True,1440,False
Analyst_11,AST-00304,ALT-100361,2026-06-08 15:38:00,Email Gateway,Malicious Attachment,Medium,Closed,4086.2,False,Tier 3 - Standard,Global Markets,APAC,Day,2026-06-08,15,True,480,True
Analyst_01,AST-00520,ALT-100909,2026-06-08 15:39:00,Email Gateway,Business Email Compromise Indicator,Low,Closed,1631.2,False,Tier 3 - Standard,Technology,NA,Evening,2026-06-08,15,True,1440,True
Analyst_09,AST-00293,ALT-109447,2026-06-08 15:41:00,EDR,Credential Dumping Indicator,Medium,Closed,175.1,True,Tier 3 - Standard,Global Markets,EMEA,Day,2026-06-08,15,True,480,False
Analyst_10,AST-00445,ALT-108834,2026-06-08 15:43:00,Email Gateway,Malicious Attachment,Low,Closed,814.3,True,Tier 3 - Standard,Global Markets,NA,Evening,2026-06-08,15,True,1440,False
Analyst_07,AST-00682,ALT-104165,2026-06-08 15:46:00,EDR,Credential Dumping Indicator,Medium,Closed,956.7,False,Tier 3 - Standard,Corporate Functions,NA,Evening,2026-06-08,15,True,480,True
Analyst_05,AST-00767,ALT-105000,2026-06-08 15:50:00,SIEM,Brute Force Attempt,Low,Open,811.4,True,Tier 2 - High,Global Markets,APAC,Day,2026-06-08,15,True,1440,False
Analyst_11,AST-00791,ALT-109285,2026-06-08 15:59:00,EDR,Credential Dumping Indicator,Medium,Closed,838.5,False,Tier 2 - High,Asset Servicing,NA,Day,2026-06-08,15,True,480,True
Analyst_07,AST-00352,ALT-100236,2026-06-08 16:07:00,IDS/IPS,Protocol Anomaly,Low,Closed,2660.9,False,Tier 3 - Standard,Fund Services,EMEA,Evening,2026-06-08,16,True,1440,True
Analyst_10,AST-00529,ALT-106064,2026-06-08 16:16:00,EDR,Ransomware Behavior Pattern,High,Closed,142.7,False,Tier 3 - Standard,Global Markets,NA,Evening,2026-06-08,16,True,120,True
Analyst_03,AST-00275,ALT-100773,2026-06-08 16:19:00,SIEM,Brute Force Attempt,Medium,Closed,92.3,False,Tier 3 - Standard,Fund Services,APAC,Night,2026-06-08,16,True,480,False
Analyst_10,AST-00342,ALT-104904,2026-06-08 16:20:00,EDR,Unsigned Binary Execution,Low,Open,1627.0,True,Tier 3 - Standard,Retail Banking,EMEA,Evening,2026-06-08,16,True,1440,True
Analyst_05,AST-00339,ALT-106442,2026-06-08 16:29:00,SIEM,Lateral Movement Indicator,Low,Closed,1538.9,True,Tier 3 - Standard,Global Markets,NA,Day,2026-06-08,16,True,1440,True
Analyst_07,AST-00774,ALT-109859,2026-06-08 16:36:00,SIEM,Anomalous Login Pattern,Medium,Closed,149.8,False,Tier 2 - High,Corporate Functions,EMEA,Evening,2026-06-08,16,True,480,False
Analyst_06,AST-00711,ALT-104174,2026-06-08 16:40:00,Email Gateway,Spoofed Sender Domain,Medium,Closed,286.1,False,Tier 2 - High,Retail Banking,NA,Night,2026-06-08,16,True,480,False
Analyst_13,AST-00376,ALT-101823,2026-06-08 16:43:00,SIEM,Privilege Escalation Attempt,Low,Closed,1895.7,False,Tier 3 - Standard,Global Markets,NA,Evening,2026-06-08,16,True,1440,True
Analyst_01,AST-00235,ALT-102198,2026-06-08 16:47:00,SIEM,Lateral Movement Indicator,Medium,In Progress,401.4,False,Tier 3 - Standard,Technology,EMEA,Evening,2026-06-08,16,True,480,False
Analyst_01,AST-00607,ALT-101607,2026-06-08 16:55:00,SIEM,Privilege Escalation Attempt,Low,Closed,3253.0,False,Tier 3 - Standard,Corporate Functions,APAC,Evening,2026-06-08,16,True,1440,True
Analyst_10,AST-00381,ALT-108838,2026-06-08 16:57:00,Firewall,Blocked Outbound C2 Traffic,Low,Closed,730.6,False,Tier 1 - Critical,Fund Services,APAC,Evening,2026-06-08,16,True,1440,False
Analyst_09,AST-00539,ALT-110911,2026-06-08 16:57:00,SIEM,Lateral Movement Indicator,High,Closed,142.9,False,Tier 2 - High,Asset Servicing,APAC,Day,2026-06-08,16,True,120,True
Analyst_08,AST-00425,ALT-107187,2026-06-08 16:59:00,Email Gateway,Malicious Attachment,Medium,Closed,497.8,False,Tier 3 - Standard,Global Markets,NA,Evening,2026-06-08,16,True,480,True
Analyst_06,AST-00370,ALT-106991,2026-06-08 17:16:00,EDR,Suspicious Process Execution,Medium,Closed,322.4,False,Tier 3 - Standard,Technology,NA,Night,2026-06-08,17,True,480,False
Analyst_09,AST-00321,ALT-110789,2026-06-08 17:25:00,EDR,Credential Dumping Indicator,Medium,Closed,416.5,True,Tier 2 - High,Retail Banking,NA,Day,2026-06-08,17,True,480,False
Analyst_11,AST-00500,ALT-108517,2026-06-08 17:30:00,Cloud Access Security (CASB),Anomalous Data Download Volume,Medium,Closed,107.6,False,Tier 2 - High,Corporate Functions,APAC,Day,2026-06-08,17,True,480,False
Analyst_06,AST-00757,ALT-101833,2026-06-08 17:39:00,SIEM,Brute Force Attempt,Medium,Closed,665.0,False,Tier 2 - High,Asset Servicing,NA,Night,2026-06-08,17,True,480,True
Analyst_03,AST-00228,ALT-110020,2026-06-08 17:54:00,Email Gateway,Spoofed Sender Domain,Low,Closed,1469.2,False,Tier 3 - Standard,Technology,NA,Night,2026-06-08,17,True,1440,True
Analyst_08,AST-00204,ALT-107838,2026-06-08 18:07:00,Firewall,Blocked Known-Bad IP,Low,Closed,972.5,False,Tier 2 - High,Technology,EMEA,Evening,2026-06-08,18,True,1440,False
Analyst_01,AST-00714,ALT-111861,2026-06-08 18:07:00,Email Gateway,Business Email Compromise Indicator,Medium,Closed,139.7,False,Tier 1 - Critical,Global Markets,EMEA,Evening,2026-06-08,18,True,480,False
Analyst_11,AST-00640,ALT-106719,2026-06-08 18:14:00,Cloud Access Security (CASB),Unsanctioned App Access,Medium,Open,170.6,True,Tier 2 - High,Fund Services,EMEA,Day,2026-06-08,18,True,480,False
Analyst_09,AST-00659,ALT-101985,2026-06-08 18:14:00,SIEM,Brute Force Attempt,Medium,Closed,248.5,False,Tier 3 - Standard,Technology,APAC,Day,2026-06-08,18,True,480,False
Analyst_12,AST-00202,ALT-105735,2026-06-08 18:41:00,EDR,Suspicious Process Execution,Medium,Closed,20.9,False,Tier 3 - Standard,Technology,EMEA,Night,2026-06-08,18,True,480,False
Analyst_11,AST-00725,ALT-106120,2026-06-08 18:43:00,Email Gateway,Phishing Attempt,High,Closed,377.1,False,Tier 3 - Standard,Fund Services,NA,Day,2026-06-08,18,True,120,True
Analyst_02,AST-00639,ALT-109453,2026-06-08 18:46:00,EDR,Suspicious Process Execution,High,Open,63.8,False,Tier 3 - Standard,Fund Services,EMEA,Day,2026-06-08,18,True,120,False
Analyst_13,AST-00397,ALT-111659,2026-06-08 18:55:00,EDR,Ransomware Behavior Pattern,High,Closed,308.1,False,Tier 3 - Standard,Retail Banking,NA,Evening,2026-06-08,18,True,120,True
Analyst_14,AST-00638,ALT-109945,2026-06-08 19:07:00,Email Gateway,Malicious Attachment,Medium,Closed,622.1,True,Tier 3 - Standard,Retail Banking,APAC,Night,2026-06-08,19,False,480,True
Analyst_08,AST-00600,ALT-102093,2026-06-08 19:12:00,SIEM,Brute Force Attempt,Medium,Closed,256.3,True,Tier 3 - Standard,Technology,NA,Evening,2026-06-08,19,False,480,False
Analyst_05,AST-00767,ALT-103122,2026-06-08 19:56:00,EDR,Credential Dumping Indicator,High,Closed,88.9,False,Tier 2 - High,Global Markets,APAC,Day,2026-06-08,19,False,120,False
Analyst_12,AST-00415,ALT-100589,2026-06-08 20:02:00,Firewall,Blocked Outbound C2 Traffic,Low,Closed,1018.4,False,Tier 1 - Critical,Fund Services,NA,Night,2026-06-08,20,False,1440,False
Analyst_04,AST-00298,ALT-100512,2026-06-08 20:03:00,SIEM,Privilege Escalation Attempt,Medium,Closed,549.7,False,Tier 3 - Standard,Retail Banking,NA,Evening,2026-06-08,20,False,480,True
Analyst_12,AST-00694,ALT-105732,2026-06-08 20:10:00,SIEM,Anomalous Login Pattern,Low,Closed,668.5,False,Tier 3 - Standard,Retail Banking,NA,Night,2026-06-08,20,False,1440,False
Analyst_11,AST-00007,ALT-107057,2026-06-08 20:36:00,Cloud Access Security (CASB),Anomalous Data Download Volume,Medium,Closed,619.7,True,Tier 3 - Standard,Global Markets,NA,Day,2026-06-08,20,False,480,True
Analyst_14,AST-00423,ALT-108399,2026-06-08 21:09:00,SIEM,Brute Force Attempt,Critical,Closed,34.0,False,Tier 2 - High,Asset Servicing,NA,Night,2026-06-08,21,False,30,True
Analyst_04,AST-00425,ALT-107306,2026-06-08 21:30:00,Cloud Access Security (CASB),Impossible Travel Login,High,Closed,135.7,False,Tier 3 - Standard,Global Markets,NA,Evening,2026-06-08,21,False,120,True
Analyst_06,AST-00649,ALT-103237,2026-06-08 21:32:00,EDR,Suspicious Process Execution,Low,Closed,1786.0,False,Tier 2 - High,Asset Servicing,APAC,Night,2026-06-08,21,False,1440,True
Analyst_05,AST-00579,ALT-100984,2026-06-08 21:36:00,Email Gateway,Spoofed Sender Domain,Low,Closed,393.8,False,Tier 2 - High,Retail Banking,NA,Day,2026-06-08,21,False,1440,False
Analyst_11,AST-00453,ALT-102589,2026-06-08 23:10:00,SIEM,Privilege Escalation Attempt,High,Closed,49.3,False,Tier 3 - Standard,Fund Services,APAC,Day,2026-06-08,23,False,120,False
Analyst_05,AST-00534,ALT-109478,2026-06-08 23:25:00,EDR,Unsigned Binary Execution,Medium,Closed,707.7,False,Tier 1 - Critical,Asset Servicing,EMEA,Day,2026-06-08,23,False,480,True
Analyst_05,AST-00549,ALT-107059,2026-06-08 23:45:00,Cloud Access Security (CASB),Unsanctioned App Access,Low,Closed,5413.3,False,Tier 3 - Standard,Retail Banking,NA,Day,2026-06-08,23,False,1440,True
Analyst_10,AST-00677,ALT-105704,2026-06-08 23:56:00,EDR,Suspicious Process Execution,Low,In Progress,2732.0,False,Tier 2 - High,Technology,NA,Evening,2026-06-08,23,False,1440,True
Analyst_12,AST-00751,ALT-111171,2026-06-08 23:59:00,EDR,Credential Dumping Indicator,Low,Closed,1030.0,False,Tier 3 - Standard,Technology,EMEA,Night,2026-06-08,23,False,1440,False
Analyst_14,AST-00658,ALT-103355,2026-06-09 00:35:00,Email Gateway,Spoofed Sender Domain,Medium,Closed,434.2,False,Tier 3 - Standard,Fund Services,NA,Night,2026-06-09,0,False,480,False
Analyst_08,AST-00514,ALT-108611,2026-06-09 00:42:00,SIEM,Lateral Movement Indicator,High,Closed,90.3,False,Tier 3 - Standard,Technology,APAC,Evening,2026-06-09,0,False,120,False
Analyst_02,AST-00490,ALT-102301,2026-06-09 01:44:00,Cloud Access Security (CASB),Anomalous Data Download Volume,Medium,Closed,134.4,False,Tier 3 - Standard,Corporate Functions,EMEA,Day,2026-06-09,1,False,480,False
Analyst_06,AST-00557,ALT-108761,2026-06-09 02:25:00,SIEM,Privilege Escalation Attempt,Medium,Closed,524.9,True,Tier 2 - High,Corporate Functions,EMEA,Night,2026-06-09,2,False,480,True
Analyst_07,AST-00546,ALT-100049,2026-06-09 02:57:00,IDS/IPS,Malware Signature Match,Medium,Closed,215.0,True,Tier 3 - Standard,Fund Services,APAC,Evening,2026-06-09,2,False,480,False
Analyst_10,AST-00580,ALT-107693,2026-06-09 03:32:00,SIEM,Anomalous Login Pattern,High,Closed,23.9,False,Tier 3 - Standard,Technology,EMEA,Evening,2026-06-09,3,False,120,False
Analyst_10,AST-00581,ALT-109664,2026-06-09 03:34:00,SIEM,Anomalous Login Pattern,Low,Closed,490.3,True,Tier 1 - Critical,Asset Servicing,APAC,Evening,2026-06-09,3,False,1440,False
Analyst_14,AST-00434,ALT-104028,2026-06-09 03:52:00,EDR,Credential Dumping Indicator,High,Closed,121.5,False,Tier 3 - Standard,Corporate Functions,EMEA,Night,2026-06-09,3,False,120,True
Analyst_07,AST-00314,ALT-111880,2026-06-09 03:52:00,EDR,Suspicious Process Execution,Low,Closed,1083.3,True,Tier 3 - Standard,Asset Servicing,EMEA,Evening,2026-06-09,3,False,1440,False
Analyst_04,AST-00212,ALT-109769,2026-06-09 04:00:00,SIEM,Anomalous Login Pattern,Medium,Closed,228.8,False,Tier 3 - Standard,Corporate Functions,NA,Evening,2026-06-09,4,False,480,False
Analyst_10,AST-00292,ALT-106485,2026-06-09 04:30:00,EDR,Credential Dumping Indicator,Medium,Closed,545.0,False,Tier 3 - Standard,Corporate Functions,EMEA,Evening,2026-06-09,4,False,480,True
Analyst_11,AST-00086,ALT-100727,2026-06-09 04:34:00,IDS/IPS,Exploit Attempt Signature Match,Low,Closed,3159.2,False,Tier 3 - Standard,Fund Services,NA,Day,2026-06-09,4,False,1440,True
Analyst_04,AST-00699,ALT-106625,2026-06-09 04:54:00,Cloud Access Security (CASB),Anomalous Data Download Volume,Low,Closed,564.8,True,Tier 3 - Standard,Global Markets,APAC,Evening,2026-06-09,4,False,1440,False
Analyst_01,AST-00695,ALT-101522,2026-06-09 04:55:00,SIEM,Lateral Movement Indicator,Medium,Closed,574.7,False,Tier 3 - Standard,Global Markets,APAC,Evening,2026-06-09,4,False,480,True
Analyst_12,AST-00680,ALT-102029,2026-06-09 05:13:00,EDR,Ransomware Behavior Pattern,Medium,Closed,824.6,False,Tier 2 - High,Retail Banking,NA,Night,2026-06-09,5,False,480,True
Analyst_02,AST-00796,ALT-110034,2026-06-09 05:19:00,SIEM,Privilege Escalation Attempt,Medium,Closed,821.3,True,Tier 3 - Standard,Fund Services,EMEA,Day,2026-06-09,5,False,480,True
Analyst_14,AST-00238,ALT-105944,2026-06-09 05:34:00,Email Gateway,Malicious Attachment,High,Closed,202.5,False,Tier 3 - Standard,Global Markets,EMEA,Night,2026-06-09,5,False,120,True
Analyst_11,AST-00314,ALT-106089,2026-06-09 05:42:00,SIEM,Lateral Movement Indicator,Medium,Closed,95.3,False,Tier 3 - Standard,Asset Servicing,EMEA,Day,2026-06-09,5,False,480,False
Analyst_13,AST-00364,ALT-109795,2026-06-09 06:00:00,EDR,Credential Dumping Indicator,High,Closed,106.9,False,Tier 3 - Standard,Global Markets,APAC,Evening,2026-06-09,6,False,120,False
Analyst_05,AST-00648,ALT-111940,2026-06-09 06:16:00,Firewall,Unusual Outbound Data Volume,Low,Closed,1086.4,False,Tier 3 - Standard,Global Markets,APAC,Day,2026-06-09,6,False,1440,False
Analyst_08,AST-00502,ALT-106326,2026-06-09 07:22:00,IDS/IPS,Malware Signature Match,Low,Closed,1914.4,True,Tier 2 - High,Asset Servicing,EMEA,Evening,2026-06-09,7,False,1440,True
Analyst_08,AST-00777,ALT-111641,2026-06-09 07:49:00,SIEM,Privilege Escalation Attempt,Medium,Closed,109.8,False,Tier 2 - High,Global Markets,NA,Evening,2026-06-09,7,False,480,False
Analyst_06,AST-00297,ALT-105737,2026-06-09 08:09:00,EDR,Ransomware Behavior Pattern,Medium,Closed,265.8,False,Tier 3 - Standard,Global Markets,NA,Night,2026-06-09,8,True,480,False
Analyst_12,AST-00370,ALT-111146,2026-06-09 08:10:00,SIEM,Anomalous Login Pattern,Low,Closed,620.1,True,Tier 3 - Standard,Technology,NA,Night,2026-06-09,8,True,1440,False
Analyst_11,AST-00490,ALT-101820,2026-06-09 08:14:00,EDR,Credential Dumping Indicator,Medium,Closed,132.6,False,Tier 3 - Standard,Corporate Functions,EMEA,Day,2026-06-09,8,True,480,False
Analyst_10,AST-00449,ALT-103681,2026-06-09 08:20:00,Email Gateway,Malicious Attachment,Medium,Closed,1003.8,False,Tier 3 - Standard,Global Markets,EMEA,Evening,2026-06-09,8,True,480,True
Analyst_06,AST-00502,ALT-102994,2026-06-09 08:25:00,Email Gateway,Spoofed Sender Domain,Medium,Closed,394.3,True,Tier 2 - High,Asset Servicing,EMEA,Night,2026-06-09,8,True,480,False
